bed,bath,car,landSizeM2,floorSizeM2,yearBuilt,saleYearMonth,saleMonth_sin,saleMonth_cos,suburb_price_median_current,count,suburb_price_median_3m,suburb_price_median_6m,suburb_price_median_12m,suburb_txn_count_3m,suburb_txn_count_6m,suburb_volatility_3m,suburb_volatility_6m,suburb_volatility_12m,suburb_delta_3m,suburb_delta_12m,suburb_house_price_median_current,suburb_house_txn_count_current,suburb_house_volatility_current,suburb_house_price_median_3m,suburb_house_price_median_6m,suburb_house_price_median_12m,suburb_house_txn_count_3m,suburb_house_txn_count_6m,suburb_house_volatility_3m,suburb_house_volatility_6m,suburb_house_volatility_12m,suburb_house_delta_3m,suburb_house_delta_12m,suburb_other_price_median_current,suburb_other_txn_count_current,suburb_other_volatility_current,suburb_other_price_median_3m,suburb_other_price_median_6m,suburb_other_price_median_12m,suburb_other_txn_count_3m,suburb_other_txn_count_12m,suburb_other_volatility_3m,suburb_other_volatility_6m,suburb_other_volatility_12m,suburb_other_delta_3m,suburb_other_delta_12m,propertyType,saleType,agency,landUse,developmentZone,ownerType,agencyBrand,street,propertyAgeBand,salePrice
4.0,2.0,2.0,658.0,128.0,1950.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,HOUSE,Unknown,Jellis Craig Whitehorse,Detached Dwelling,NRZ1,Rented,Jellis Craig,Benares Street,21+,1310000.0
3.0,2.0,17.0,1013.0,1130.0,1980.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,COMMERCIAL: INDUSTRIAL BUILDING,Unknown,Other,General Purpose Warehouse,IN3Z,Unknown,Other,Cook Road,21+,3200000.0
3.0,2.0,34.0,1190.0,1200.0,1980.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,COMMERCIAL: INDUSTRIAL BUILDING,Unknown,Other,General Purpose Warehouse,IN3Z,Unknown,Other,Cook Road,21+,3575000.0
3.0,2.0,2.0,4460.0,128.0,1980.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,COMMERCIAL: INDUSTRIAL BUILDING,Unknown,Unknown,Other,Unknown,Unknown,Other,Whitehorse Road,21+,2090000.0
3.0,2.0,2.0,357.0,122.0,1978.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,UNIT,Unknown,Unknown,Single Strata Unit/Villa Unit/Townhouse,NRZ3,Owner Occupied,Other,Carween Avenue,21+,985000.0
3.0,2.0,2.0,374.0,125.0,1978.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,UNIT,Unknown,Jellis Craig Whitehorse,Single Strata Unit/Villa Unit/Townhouse,NRZ3,Owner Occupied,Jellis Craig,Carween Avenue,21+,985000.0
4.0,1.0,1.0,2384.0,217.0,1955.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,HOUSE,Unknown,Other,Detached Dwelling,NRZ1,Rented,Other,Glenburnie Road,21+,2400000.0
4.0,1.0,2.0,868.0,156.0,1955.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,HOUSE,Unknown,Other,Res Land (with buildings that add no value),GRZ2,Owner Occupied,Other,Harrison Street,21+,1295000.0
2.0,1.0,1.0,1784.0,67.0,2012.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,UNIT,Unknown,Noel Jones Box Hill,OYO Subdivided Flat,C1Z,Owner Occupied,Noel Jones,Mitcham Road,6–20,462000.0
3.0,1.0,2.0,536.0,105.0,1960.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,HOUSE,Unknown,Jellis Craig Doncaster,Detached Dwelling,GRZ1,Owner Occupied,Jellis Craig,Bruce Street,21+,1036000.0
4.0,2.0,2.0,386.0,155.0,1990.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,UNIT,Unknown,Other,Detached Dwelling,NRZ4,Owner Occupied,Fletchers,Mckeon Road,21+,1265000.0
4.0,2.0,2.0,534.0,156.0,1990.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,HOUSE,Unknown,Other,Detached Dwelling,GRZ1,Owner Occupied,Other,Tirana Street,21+,1300000.0
2.0,1.0,1.0,3890.0,60.0,2012.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,UNIT,Unknown,Other,OYO Subdivided Flat,MUZ,Rented,Ray White,Colombo Street,6–20,448000.0
4.0,1.0,3.0,1042.0,196.0,1970.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,HOUSE,Unknown,Other,Res Land (with buildings that add no value),GRZ2,Rented,Woodards,Ferguson Street,21+,1460000.0
3.0,2.0,2.0,929.0,128.0,1980.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,BUSINESS: RETAIL TRADE,Unknown,Unknown,Other,C2Z,Unknown,Other,Whitehorse Road,21+,3650000.0
3.0,2.0,2.0,929.0,128.0,1980.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,BUSINESS: RETAIL TRADE,Unknown,Unknown,Other,C2Z,Unknown,Other,Whitehorse Road,21+,3650000.0
3.0,2.0,2.0,1878.0,128.0,1980.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,Other,Unknown,Other,Vacant Residential Dwelling Site/Surveyed Lot,GRZ2,Unknown,Other,Whitehorse Road,21+,3850000.0
2.0,1.0,1.0,159.0,75.0,1980.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,UNIT,Unknown,Biggin & Scott Mitcham,Single Strata Unit/Villa Unit/Townhouse,GRZ2,Rented,Biggin & Scott,Brunswick Road,21+,645000.0
3.0,2.0,2.0,4460.0,128.0,1980.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,COMMERCIAL: INDUSTRIAL BUILDING,Unknown,Unknown,General Purpose Warehouse,Unknown,Unknown,Other,Whitehorse Road,21+,913440.0
3.0,2.0,2.0,280.0,118.0,2006.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,HOUSE,Unknown,Jellis Craig Whitehorse,Detached Dwelling,NRZ3,Owner Occupied,Jellis Craig,Cochrane Street,6–20,1005000.0
2.0,1.0,1.0,218.0,98.0,1990.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,UNIT,Unknown,Jellis Craig Whitehorse,Single Strata Unit/Villa Unit/Townhouse,NRZ3,Owner Occupied,Jellis Craig,Whitehorse Road,21+,670000.0
3.0,2.0,2.0,275.0,3041.0,1980.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,COMMERCIAL,Unknown,Other,General Purpose Warehouse,IN3Z,Unknown,Other,Cook Road,21+,5635000.0
2.0,1.0,1.0,3197.0,67.49,2013.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,UNIT,Unknown,Philip Webb - Doncaster East,OYO Subdivided Flat,RGZ1,Owner Occupied,Other,Whitehorse Road,6–20,495000.0
3.0,2.0,1.0,1067.0,3060.0,1980.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,COMMERCIAL,Unknown,Unknown,General Purpose Warehouse,IN3Z,Unknown,Other,Whitehorse Road,21+,5635000.0
3.0,2.0,1.0,613.0,196.0,1975.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,HOUSE,Unknown,Barry Plant Manningham,Detached Dwelling,NRZ4,Owner Occupied,Barry Plant,Cresswell Crescent,21+,820000.0
3.0,3.0,2.0,157.0,140.0,2019.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,UNIT,Unknown,Other,OYO Unit,GRZ2,Owner Occupied,Biggin & Scott,Whitehorse Road,0–5,870000.0
3.0,2.0,2.0,7874.0,128.0,1980.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,COMMERCIAL: INDUSTRIAL BUILDING,Unknown,Unknown,Other,IN3Z,Unknown,Other,Cook Road,21+,272250.0
2.0,2.0,1.0,71.0,88.0,2020.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,UNIT,Nils And Wills,Other,Strata Unit or Flat  (Unspecified),GRZ1,Rented,Ray White,Whitehorse Road,0–5,0.0
3.0,2.0,2.0,543.0,162.0,1980.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,HOUSE,Unknown,Barry Plant Blackburn (Sales),Detached Dwelling,NRZ1,Owner Occupied,Barry Plant,Sunninghill Court,21+,1037500.0
2.0,1.0,2.0,290.0,90.0,1980.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,UNIT,Unknown,Unknown,Strata Unit or Flat  (Unspecified),NRZ3,Owner Occupied,Other,Cochrane Street,21+,851000.0
3.0,2.0,1.0,290.0,132.0,1990.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,UNIT,Unknown,Jellis Craig Whitehorse,Strata Unit or Flat  (Unspecified),NRZ3,Owner Occupied,Jellis Craig,Cochrane Street,21+,851000.0
3.0,2.0,2.0,4460.0,128.0,1980.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,BUSINESS: WHOLESALE TRADE,Unknown,Unknown,General Purpose Warehouse,Unknown,Unknown,Other,Whitehorse Road,21+,660000.0
2.0,1.0,1.0,238.0,105.0,2002.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,UNIT,Unknown,Other,Single Strata Unit/Villa Unit/Townhouse,NRZ4,Rented,Jellis Craig,Burnett Street,6–20,840000.0
4.0,2.0,2.0,982.0,102.0,1980.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,HOUSE,Unknown,Barry Plant - Blackburn,Detached Dwelling,NRZ1,Owner Occupied,Barry Plant,Burnett Street,21+,1420000.0
3.0,2.0,2.0,426.0,160.0,1975.0,202105,0.4999999999999999,-0.8660254037844387,782000.0,36.0,857500.0,850000.0,852750.0,109.0,194.0,533961.8020101961,464019.3613963546,554901.8307574706,-0.0231105559025609,-0.1591397849462366,1270000.0,15.0,581841.6328471913,1233250.0,1152500.0,1072500.0,46.0,80.0,571432.5967428796,522744.24644639576,437761.64131492336,0.2574257425742574,0.3382507903055849,615000.0,21.0,388767.12410608266,720000.0,782450.0,763962.5,63.0,178.0,406275.5605159328,346067.0680506084,523332.0436031019,-0.2135549872122761,-0.2590361445783132,UNIT,Nils And Wills,Other,Strata Unit or Flat  (Unspecified),NRZ3,Owner Occupied,Other,Culwell Avenue,21+,0.0
3.0,2.0,2.0,588.0,199.0,1930.0,202104,0.8660254037844387,-0.4999999999999998,990000.0,41.0,857500.0,881750.0,856250.0,91.0,182.0,494275.5342711012,440165.9671127254,531912.0135819427,0.064516129032258,0.0122699386503066,1233250.0,18.0,428088.1737178968,1155000.0,1142500.0,1001500.0,38.0,78.0,513913.90458934027,491665.638058332,417985.20108187286,0.0723913043478261,0.1359031039882103,850000.0,23.0,433551.9524284782,782000.0,782700.0,776000.0,53.0,166.0,401462.00762655697,333812.3644461472,502695.10151170567,0.0857069868437858,0.3888888888888888,HOUSE,Unknown,Other,Detached Dwelling,NRZ4,Owner Occupied,Other,Burnett Street,21+,1315000.0
3.0,1.0,1.0,395.0,134.0,1960.0,202104,0.8660254037844387,-0.4999999999999998,990000.0,41.0,857500.0,881750.0,856250.0,91.0,182.0,494275.5342711012,440165.9671127254,531912.0135819427,0.064516129032258,0.0122699386503066,1233250.0,18.0,428088.1737178968,1155000.0,1142500.0,1001500.0,38.0,78.0,513913.90458934027,491665.638058332,417985.20108187286,0.0723913043478261,0.1359031039882103,850000.0,23.0,433551.9524284782,782000.0,782700.0,776000.0,53.0,166.0,401462.00762655697,333812.3644461472,502695.10151170567,0.0857069868437858,0.3888888888888888,HOUSE,Nils And Wills,Unknown,Detached Dwelling (existing),NRZ3,Rented,Other,Hopetoun Street,21+,0.0
